IATA3,Name,City,Country,Elevation,Latitude,Longitude
NAI,Annai Airport,Annai,Guyana,301,3.959439993,-59.12419891
NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan,2863,39.18880081,45.45840073
NAK,Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand,765,14.94950008,102.3130035
NAL,Nalchik Airport,Nalchik,Russia,1461,43.51290131,43.63660049
NAN,Nadi International Airport,Nandi,Fiji,59,-17.7553997,177.4429932
NAO,Nanchong Airport,Nanchong,China,0,30.79545,106.1626
NAP,Naples International Airport,Naples,Italy,294,40.886002,14.2908
NAQ,Qaanaaq Airport,Qaanaaq,Greenland,51,77.48860168,-69.38870239
NAS,Lynden Pindling International Airport,Nassau,Bahamas,16,25.03899956,-77.46620178
NAT,Governador Aluízio Alves International Airport,Natal,Brazil,272,-5.768056,-35.376111
NAV,Nevşehir Kapadokya Airport,Nevsehir,Turkey,3100,38.7719,34.5345
NAW,Narathiwat Airport,Narathiwat,Thailand,16,6.519919872,101.7429962
NAY,Beijing Nanyuan Airport,Beijing,China,0,39.78279877,116.3880005
NBB,Berezovo Airport,Berezovo,Russia,98,63.92100143,65.03050232
NBC,Begishevo Airport,Nizhnekamsk,Russia,643,55.56470108,52.09249878
NBE,Enfidha - Zine El Abidine Ben Ali International Airport,Enfidha,Tunisia,500,36.075833,10.438611
NBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,2,29.82530022,-90.03500366
NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,5330,-1.319239974,36.92779922
NBS,Changbaishan Airport,Baishan,China,2762,42.088056,127.548889
NBX,Nabire Airport,Nabire,Indonesia,20,-3.368180037,135.4960022
NCA,North Caicos Airport,North Caicos,Turks and Caicos Islands,10,21.91749954,-71.93959808
NCE,Nice-Côte d'Azur Airport,Nice,France,12,43.65840149,7.215869904
NCL,Newcastle Airport,Newcastle,United Kingdom,266,55.03749847,-1.691669941
NCN,Chenega Bay Airport,Chenega,United States,72,60.07730103,-147.9920044
NCS,Newcastle Airport,Newcastle,South Africa,4074,-27.77059937,29.9769001
NCU,Nukus Airport,Nukus,Uzbekistan,246,42.48839951,59.62329865
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,1521,45.9308333,6.1063889
ND4,Stanhope Municipal Airport,Haliburton,Canada,1066,45.11083333,-78.64
NDA,Bandanaira Airport,Bandanaira-Naira Island,Indonesia,37,-4.53333,129.9
NDB,Nouadhibou International Airport,Nouadhibou,Mauritania,24,20.93309975,-17.03000069
NDC,Nanded Airport,Nanded,India,1250,19.18330002,77.3167038
NDD,Sumbe Airport,Sumbe,Angola,36,-11.16790009,13.84749985
NDG,Qiqihar Sanjiazi Airport,Qiqihar,China,477,47.23960114,123.9179993
NDJ,N'Djamena International Airport,N'djamena,Chad,968,12.13370037,15.0340004
NDK,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,15,5.63167,168.125
NDR,Nador International Airport,El Aroui,Morocco,574,34.98880005,-3.028209925
NDU,Rundu Airport,Rundu,Namibia,3627,-17.9564991,19.71940041
NDY,Sanday Airport,Sanday,United Kingdom,68,59.25030136,-2.576669931
NDZ,Whiting Field Naval Air Station South Airport,Cuxhaven,Germany,177,30.70439911,-87.02300262
NEC,Necochea Airport,Necochea,Argentina,72,-38.4831,-58.8172
NEG,Negril Airport,Negril,Jamaica,9,18.34280014,-78.33209991
NEL,Lakehurst Maxfield Field Airport,Lakehurst,United States,101,40.03329849,-74.353302
NEV,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,14,17.20569992,-62.58990097
NEW,Lakefront Airport,New Orleans,United States,8,30.04240036,-90.02829742
NF4,Lindsay Airport,Lindsay,Canada,882,44.36470032,-78.7838974
NFG,Nefteyugansk Airport,Nefteyugansk,Russia,115,61.10829926,72.65000153
NFO,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,160,-15.57079983,-175.6329956
NGA,Young Airport,,Australia,1267,-34.25559998,148.2480011
NGB,Ningbo Lishe International Airport,Ninbo,China,13,29.82670021,121.461998
NGD,Captain Auguste George Airport,Anegada,British Virgin Islands,9,18.72719955,-64.32969666
NGE,N'Gaoundéré Airport,N'gaoundere,Cameroon,3655,7.357009888,13.55920029
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,United States,24,21.45050049,-157.7680054
NGI,Ngau Airport,Ngau,Fiji,50,-18.11560059,179.3399963
NGL,Ngala Airport,Ngala,South Africa,1470,-24.3878,31.3258
NGM,NAS Agana Airport,Agana,United States,0,13.483056,144.7933673
NGO,Chubu Centrair International Airport,Nagoya,Japan,15,34.85839844,136.8049927
NGP,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,18,27.69260025,-97.29109955
NGQ,Ngari Gunsa Airport,Shiquanhe,China,14022,32.1,80.05305556
NGS,Nagasaki Airport,Nagasaki,Japan,15,32.91690063,129.9140015
NGU,Norfolk Ns (Chambers Fld) Airport,Norfolk,United States,17,36.93759918,-76.28929901
NGX,Manang Airport,Manang,Nepal,11001,28.64139938,84.08920288
NHA,Nha Trang Air Base,Nhatrang,Vietnam,20,12.2275,109.192001
NHD,Al Minhad Air Base,Minhad AB,United Arab Emirates,165,25.02680016,55.36619949
NHK,Patuxent River Naval Air Station/Trapnell Field Aiport,Patuxent River,United States,39,38.2859993,-76.41179657
NHT,RAF Northolt,Northolt,United Kingdom,124,51.5530014,-0.418166995
NHV,Nuku Hiva Airport,Nuku Hiva,French Polynesia,220,-8.795599937,-140.2290039
NHZ,Brunswick Executive Airport,Brunswick,United States,72,43.89220047,-69.93859863
NIB,Nikolai Airport,Nikolai,United States,441,63.01860046,-154.3580017
NIC,Nicosia International Airport,Nicosia,Cyprus,0,35.15111,33.27222
NID,China Lake Naws (Armitage Field) Airport,China Lake,United States,2283,35.6853981,-117.6920013
NIG,Nikunau Airport,Nikunau,Kiribati,6,-1.314440012,176.4100037
NIM,Diori Hamani International Airport,Niamey,Niger,732,13.48149967,2.183609962
NIO,Nioki Airport,Nioki,Congo (Kinshasa),1043,-2.717499971,17.68470001
NIT,Niort-Souché Airport,Niort,France,203,46.313477,-0.394529
NIU,Naiu Airport,Niau,French Polynesia,50,-16.1191,-146.3683
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,177,60.94929886,76.4835968
NJF,Al Najaf International Airport,Najaf,Iraq,103,31.989853,44.404317
NJK,El Centro Naf Airport,El Centro,United States,-42,32.82920074,-115.6719971
NKC,Nouakchott International Airport,Nouakschott,Mauritania,13,18.09819984,-15.94849968
NKG,Nanjing Lukou Airport,Nanjing,China,49,31.74200058,118.8619995
NKM,Nagoya Airport,Nagoya,Japan,52,35.25500107,136.923996
NKT,Şırnak Şerafettin Elçi Airport,Cizre,Turkey,2038,37.3647,42.0582
NKX,Miramar Marine Corps Air Station - Mitscher Field,Miramar,United States,477,32.86840057,-117.1429977
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,4167,-12.99810028,28.66489983
NLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,232,36.33300018,-119.9520035
NLD,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,484,27.44389915,-99.57050323
NLF,Darnley Island Airport,Darnley Island,Australia,0,-9.583330154,143.7669983
NLG,Nelson Lagoon Airport,Nelson Lagoon,United States,14,56.00749969,-161.1600037
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Russia,170,53.15499878,140.6499939
NLK,Norfolk Island International Airport,Norfolk Island,Norfolk Island,371,-29.04159927,167.9389954
NLO,Ndolo Airport,Kinshasa,Congo (Kinshasa),915,-4.326660156,15.32750034
NLP,Nelspruit Airport,Nelspruit,South Africa,2875,-25.5,30.91379929
NLT,Xinyuan Nalati Airport,Xinyuan,China,3050,43.4318,83.3786
NLV,Mykolaiv International Airport,Nikolayev,Ukraine,184,47.05789948,31.9197998
NMA,Namangan Airport,Namangan,Uzbekistan,1555,40.98460007,71.55670166
NMB,Daman Airport,Daman,India,33,20.43440056,72.84320068
NME,Nightmute Airport,Nightmute,United States,4,60.47100067,-164.701004
NML,Fort McMurray - Mildred Lake Airport,Fort McMurray,Canada,1046,57.055599,-111.573997
NNA,Kenitra Airport,Kentira,Morocco,16,34.2989006,-6.595880032
NNB,Santa Ana Airport,Santa Ana,Solomon Islands,3,-10.847994,162.454108
NNG,Nanning Wuxu Airport,Nanning,China,421,22.60829926,108.1719971
NNL,Nondalton Airport,Nondalton,United States,314,59.98020172,-154.8390045
NNM,Naryan Mar Airport,Naryan-Mar,Russia,36,67.63999939,53.12189865
NNR,Connemara Regional Airport,Indreabhan,Ireland,70,53.2303009,-9.467780113
NNT,Nan Airport,Nan,Thailand,685,18.80789948,100.7829971
NNX,Nunukan Airport,Nunukan-Nunukan Island,Indonesia,30,4.133333333,117.6666667
NNY,Nanyang Jiangying Airport,Nanyang,China,840,32.980801,112.614998
NOA,Nowra Airport,Nowra,Australia,400,-34.94889832,150.5370026
NOB,Nosara Airport,Nosara Beach,Costa Rica,33,9.976490021,-85.65299988
NOC,Ireland West Knock Airport,Connaught,Ireland,665,53.91030121,-8.818490028
NOE,Norden-Norddeich Airport,Norden,Germany,3,53.63305664,7.190278053
NOG,Nogales International Airport,Nogales,Mexico,3990,31.22610092,-110.9759979
NOJ,Noyabrsk Airport,Noyabrsk,Russia,446,63.18330002,75.26999664
NON,Nonouti Airport,Nonouti,Kiribati,10,-0.63972199,174.4279938
NOR,Norðfjörður Airport,Nordfjordur,Iceland,13,65.13189697,-13.74639988
NOS,Fascene Airport,Nosy-be,Madagascar,36,-13.31210041,48.31480026
NOU,La Tontouta International Airport,Noumea,New Caledonia,52,-22.01460075,166.2129974
NOV,Nova Lisboa Airport,Huambo,Angola,5587,-12.80889988,15.76049995
NOW,Port Angeles Cgas Airport,Port Angeles,United States,13,48.14149857,-123.4140015
NOZ,Spichenkovo Airport,Novokuznetsk,Russia,1024,53.81140137,86.87719727
NPA,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,28,30.35269928,-87.31860352
NPE,Hawke's Bay Airport,Napier,New Zealand,6,-39.465801,176.869995
NPL,New Plymouth Airport,New Plymouth,New Zealand,97,-39.00859833,174.1790009
NPZ,Porter County Municipal Airport,Valparaiso,United States,770,41.4539722,-87.0070833
NQA,Millington Regional Jetport Airport,Millington,United States,320,35.3567009,-89.87030029
NQN,Presidente Peron Airport,Neuquen,Argentina,895,-38.94900131,-68.15570068
NQT,Nottingham Airport,Nottingham,United Kingdom,138,52.91999817,-1.079169989
NQU,Reyes Murillo Airport,Nuquí,Colombia,12,5.6964,-77.2806
NQX,Naval Air Station Key West/Boca Chica Field,Key West,United States,6,24.57579994,-81.68890381
NQY,Newquay Cornwall Airport,Newquai,United Kingdom,390,50.44060135,-4.995409966
NRA,Narrandera Airport,Narrandera,Australia,474,-34.70220184,146.5119934
NRB,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,15,30.39109993,-81.42469788
NRD,Norderney Airport,Norderney,Germany,7,53.70694351,7.230000019
NRK,Norrköping Airport,Norrkoeping,Sweden,32,58.5862999,16.25060081
NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom,40,59.36750031,-2.434439898
NRN,Weeze Airport,Weeze,Germany,106,51.60240173,6.142169952
NRT,Narita International Airport,Tokyo,Japan,141,35.76470184,140.3860016
NRW,Northwest Arkansas Samuel Walton International Airport,Bentonville,United States,1270,36.38651696,-94.15344121
NSB,Bimini North Seaplane Base,Bimini,Bahamas,0,25.767,-79.25
NSE,Whiting Field Naval Air Station - North,Milton,United States,199,30.7241993,-87.02189636
NSH,Noshahr Airport,Noshahr,Iran,-61,36.66329956,51.46469879
NSI,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,2278,3.722559929,11.5532999
NSK,Norilsk-Alykel Airport,Norilsk,Russia,574,69.31109619,87.3321991
NSN,Nelson Airport,Nelson,New Zealand,17,-41.2983017,173.220993
NSO,Scone Airport,Scone,Australia,745,-32.03720093,150.8320007
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,13,8.539620399,99.94470215
NSY,Sigonella Navy Air Base,Sigonella,Italy,79,37.401699,14.9224
NTB,Notodden Airport,Notodden,Norway,63,59.565701,9.21222
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,13,34.12030029,-119.1210022
NTE,Nantes Atlantique Airport,Nantes,France,90,47.15319824,-1.610730052
NTG,Nantong Airport,Nantong,China,0,32.0708,120.976
NTI,Stenkol Airport,Bintuni,Indonesia,57,-2.1033,133.5164
NTL,Newcastle Airport,Newcastle,Australia,31,-32.79499817,151.8339996
NTN,Normanton Airport,Normanton,Australia,73,-17.68409,141.069664
NTQ,Noto Airport,Wajima,Japan,718,37.29309845,136.9620056
NTR,Del Norte International Airport,Monterrey,Mexico,1476,25.86560059,-100.2369995
NTT,Kuini Lavenia Airport,Niuatoputapu,Tonga,30,-15.97733765,-173.7910295
NTU,Oceana NAS,Oceana,United States,23,36.8207016,-76.03350067
NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,7,3.908710003,108.3880005
NTY,Pilanesberg International Airport,Pilanesberg,South Africa,3412,-25.33379936,27.17340088
NU8,Markham Airport,Markham,Canada,807,43.93579865,-79.2621994
NUE,Nuremberg Airport,Nuernberg,Germany,1046,49.498699,11.0780556
NUI,Nuiqsut Airport,Nuiqsut,United States,38,70.20999908,-151.0059967
NUL,Nulato Airport,Nulato,United States,399,64.72930145,-158.0740051
NUP,Nunapitchuk Airport,Nunapitchuk,United States,12,60.905833,-162.439167
NUQ,Moffett Federal Airfield,Mountain View,United States,32,37.41609955,-122.0490036
NUS,Norsup Airport,Norsup,Vanuatu,23,-16.07970047,167.401001
NUW,Whidbey Island Naval Air Station /Ault Field/ Airport,Whidbey Island,United States,47,48.35179901,-122.6559982
NUX,Novy Urengoy Airport,Novy Urengoy,Russia,210,66.06939697,76.52030182
NVA,Benito Salas Airport,Neiva,Colombia,1464,2.95015,-75.294
NVI,Navoi Airport,Navoi,Uzbekistan,0,40.11719894,65.17079926
NVK,Narvik Framnes Airport,Narvik,Norway,95,68.43689728,17.38669968
NVP,Novo Aripuanã Airport,Novo Aripuana,Brazil,118,-5.118030071,-60.36489868
NVS,Nevers-Fourchambault Airport,Nevers,France,602,47.00260162,3.113329887
NVT,Ministro Victor Konder International Airport,Navegantes,Brazil,18,-26.87999916,-48.65140152
NWA,Mohéli Bandar Es Eslam Airport,Moheli,Comoros,46,-12.29810047,43.76639938
NWI,Norwich International Airport,Norwich,United Kingdom,117,52.67580032,1.282780051
NXP,Twentynine Palms (Self) Airport,Twenty Nine Palms,United States,2051,34.2961998,-116.1620026
NXX,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,358,40.19979858,-75.14820099
NYA,Nyagan Airport,Nyagan,Russia,361,62.11000061,65.61499786
NYC,All Airports,New York,United States,31,40.714167,-74.005833
NYE,Nyeri Airport,NYERI,Kenya,5830,-0.364414006,36.97848511
NYG,Quantico MCAF /Turner field,Quantico,United States,10,38.50170135,-77.30529785
NYI,Sunyani Airport,Sunyani,Ghana,1014,7.361830235,-2.328759909
NYK,Nanyuki Airport,Nanyuki,Kenya,6250,-0.062398899,37.041008
NYM,Nadym Airport,Nadym,Russia,49,65.48090363,72.69889832
NYO,Stockholm Skavsta Airport,Stockholm,Sweden,140,58.78860092,16.91220093
NYT,Naypyidaw Airport,Naypyidaw,Burma,302,19.62350082,96.2009964
NYU,Bagan Airport,Bagan,Burma,312,21.17880058,94.93019867
NZA,Nzagi Airport,Nzagi,Angola,2431,-7.716939926,21.35820007
NZC,Maria Reiche Neuman Airport,Nazca,Peru,1860,-14.85400009,-74.96150208
NZY,North Island Naval Air Station-Halsey Field,San Diego,United States,26,32.69919968,-117.2149963
O03,Morgantown Airport,Morgantown,United States,600,40.1570414,-75.8704892
O27,Oakdale Airport,Oakdale,United States,237,37.7563333,-120.8001944
OAG,Orange Airport,Orange,Australia,3115,-33.38169861,149.1329956
OAJ,Albert J Ellis Airport,Jacksonville NC,United States,94,34.82920074,-77.61209869
OAK,Metropolitan Oakland International Airport,Oakland,United States,9,37.72129822,-122.2210007
OAL,Cacoal Airport,Cacoal,Brazil,778,-11.496,-61.4508
OAM,Oamaru Airport,Oamaru,New Zealand,99,-44.97000122,171.0820007
OAR,Marina Municipal Airport,Fort Ord,United States,137,36.68190002,-121.762001
OAX,Xoxocotlán International Airport,Oaxaca,Mexico,4989,16.99990082,-96.72660065
OBC,Obock Airport,Obock,Djibouti,69,11.96700001,43.26699829
OBE,Okeechobee County Airport,Okeechobee,United States,34,27.26280022,-80.84980011
OBF,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,1947,48.08140182,11.28310013
OBN,Oban Airport,North Connel,United Kingdom,20,56.46350098,-5.399670124
OBO,Tokachi-Obihiro Airport,Obihiro,Japan,505,42.73329926,143.2169952
OBS,Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,923,44.5442009,4.372189999
OBU,Kobuk Airport,Kobuk,United States,137,66.91230011,-156.8970032
OBX,Obo Airport,Obo,Papua New Guinea,29,-7.583,141.317
OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,238,70.48822882,-21.97167993
OCA,Ocean Reef Club Airport,Ocean Reef Club Airport,United States,8,25.3253994,-80.27480316
OCC,Francisco De Orellana Airport,Coca,Ecuador,834,-0.462886006,-76.98680115
OCF,Ocala International Airport - Jim Taylor Field,Ocala,United States,90,29.17259979,-82.22419739
OCJ,Boscobel Aerodrome,Ocho Rios,Jamaica,90,18.4041996,-76.96900177
OCV,Aguas Claras Airport,Ocana,Colombia,3850,8.31506,-73.3583
OCW,Warren Field,Washington,United States,38,35.57049942,-77.04979706
ODB,Córdoba Airport,Cordoba,Spain,297,37.84199905,-4.848879814
ODE,Odense Airport,Odense,Denmark,56,55.47669983,10.33090019
ODH,RAF Odiham,Odiham,United Kingdom,405,51.23410034,-0.942825019
ODN,Long Seridan Airport,Long Seridan,Malaysia,607,3.967000008,115.0500031
ODO,Bodaybo Airport,Bodaibo,Russia,919,57.86610031,114.2429962
ODS,Odessa International Airport,Odessa,Ukraine,172,46.42679977,30.67650032
ODY,Oudomsay Airport,Muang Xay,Laos,1804,20.6826992,101.9940033
OEB,Branch County Memorial Airport,Coldwater,United States,959,41.9333992,-85.05259705
OEL,Oryol Yuzhny Airport,Oakley,United States,656,52.93470001,36.00220108
OEM,Vincent Fayks Airport,Paloemeu,Suriname,714,3.345279932,-55.44250107
OER,Örnsköldsvik Airport,Ornskoldsvik,Sweden,354,63.40829849,18.98999977
OES,Antoine De St Exupery Airport,San Antonio Oeste,Argentina,85,-40.7512,-65.0343
OFF,Offutt Air Force Base,Omaha,United States,1052,41.11830139,-95.91249847
OFK,Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,1573,41.98550034,-97.43509674
OFU,Ofu Airport,Ofu,American Samoa,9,-14.184444,-169.67
OGB,Orangeburg Municipal Airport,Orangeburg,United States,195,33.45679855,-80.85949707
OGD,Ogden Hinckley Airport,Ogden,United States,4473,41.19589996,-112.012001
OGG,Kahului Airport,Kahului,United States,54,20.89859962,-156.4299927
OGL,Ogle Airport,Georgetown,Guyana,10,6.806280136,-58.10589981
OGN,Yonaguni Airport,Yonaguni Jima,Japan,70,24.46689987,122.9779968
OGS,Ogdensburg International Airport,Ogdensburg,United States,297,44.68190002,-75.46549988
OGU,Ordu Giresun Airport,Ordu-Giresun,Turkey,18,40.966667,38.066667
OGX,Ain el Beida Airport,Ouargla,Algeria,492,31.91720009,5.412779808
OGZ,Beslan Airport,Beslan,Russia,1673,43.20510101,44.60660172
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,2313,41.18,20.7423
OHE,Gu-Lian Airport,Mohe County,China,1836,52.91277778,122.43
OHH,Okha Airport,Okha,Russia,100,53.583333,142.933333
OHO,Okhotsk Airport,Okhotsk,Russia,0,59.4100647,143.0565033
OHS,Sohar Airport,Sohar,Oman,20,24.38604,56.62541
OIA,Ourilândia do Norte Airport,Ourilandia do Norte,Brazil,901,-6.763100147,-51.04990005
OIM,Oshima Airport,Oshima,Japan,130,34.7820015,139.3600006
OIR,Okushiri Airport,Okushiri,Japan,161,42.07170105,139.4329987
OIT,Oita Airport,Oita,Japan,19,33.47940063,131.7369995
OJC,Johnson County Executive Airport,Olathe,United States,1096,38.84759903,-94.73760223
OKA,Naha Airport,Okinawa,Japan,12,26.19580078,127.6460037
OKB,Oceanside Municipal Airport,Fraser Island,Australia,28,33.21730042,-117.3539963
OKC,Will Rogers World Airport,Oklahoma City,United States,1295,35.39310074,-97.60070038
OKD,Okadama Airport,Sapporo,Japan,25,43.11610031,141.3800049
OKF,Okaukuejo Airport,Okaukuejo,Namibia,3911,-19.14920044,15.91189957
OKI,Oki Airport,Oki Island,Japan,311,36.18109894,133.3249969
OKJ,Okayama Airport,Okayama,Japan,806,34.75690079,133.8549957
OKK,Kokomo Municipal Airport,Kokomo,United States,830,40.52819824,-86.05899811
OKL,Oksibil Airport,Oksibil,Indonesia,4315,-4.9071,140.6277
OKN,Okondja Airport,Okondja,Gabon,1325,-0.665214002,13.67310047
OKO,Yokota Air Base,Yokota,Japan,463,35.74850082,139.3480072
OKR,Yorke Island Airport,Yorke Island,Australia,10,-9.752801,143.405673
OKU,Mokuti Lodge Airport,Mokuti Lodge,Namibia,3665,-18.81279945,17.05940056
OKY,Oakey Airport,Oakey,Australia,1335,-27.41139984,151.7350006
OLA,Ørland Airport,Orland,Norway,28,63.69889832,9.604000092
OLB,Olbia Costa Smeralda Airport,Olbia,Italy,37,40.898701,9.51763
OLC,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,335,-3.467929508,-68.92041206
OLF,L M Clayton Airport,Wolf Point,United States,1986,48.0945015,-105.5749969
OLH,Old Harbor Airport,Old Harbor,United States,55,57.218056,-153.269722
OLM,Olympia Regional Airport,Olympia,United States,209,46.9693985,-122.9029999
OLP,Olympic Dam Airport,Olympic Dam,Australia,343,-30.48500061,136.8769989
OLS,Nogales International Airport,Nogales,United States,3955,31.41769981,-110.8479996
OLU,Columbus Municipal Airport,Columbus,United States,1447,41.44800186,-97.34259796
OLV,Olive Branch Airport,Olive Branch,United States,402,34.97869873,-89.78690338
OLZ,North West Santo Airport,Olpoi,Vanuatu,50,-14.88169956,166.5579987
OMA,Eppley Airfield,Omaha,United States,984,41.30319977,-95.89409637
OMB,Omboue Hopital Airport,Omboue Hospial,Gabon,33,-1.574730039,9.26268959
OMC,Ormoc Airport,Ormoc City,Philippines,83,11.05799961,124.5650024
OMD,Oranjemund Airport,Oranjemund,Namibia,14,-28.58469963,16.44669914
OME,Nome Airport,Nome,United States,37,64.5121994,-165.4450073
OMF,King Hussein Air College,Mafraq,Jordan,2240,32.3564,36.259201
OMH,Urmia Airport,Uromiyeh,Iran,4343,37.66809845,45.06869888
OMN,Ormond Beach Municipal Airport,Ormond Beach,United States,29,29.30060005,-81.11360168
OMO,Mostar International Airport,Mostar,Bosnia and Herzegovina,156,43.28290176,17.84589958
OMR,Oradea International Airport,Oradea,Romania,465,47.02529907,21.90250015
OMS,Omsk Central Airport,Omsk,Russia,311,54.96699905,73.3105011
ONB,Ononge Airport,Ononge,Papua New Guinea,0,-8.583,147.2
OND,Ondangwa Airport,Ondangwa,Namibia,3599,-17.878201,15.9526
ONG,Mornington Island Airport,Mornington Island,Australia,33,-16.66250038,139.1779938
ONH,Oneonta Municipal Airport,Oneonta,United States,1763,42.524722,-75.064444
ONJ,Odate Noshiro Airport,Odate Noshiro,Japan,292,40.19189835,140.3710022
ONP,Newport Municipal Airport,Newport,United States,160,44.58039856,-124.0579987
ONQ,Zonguldak Airport,Zonguldak,Turkey,39,41.50640106,32.08860016
ONS,Onslow Airport,Onslow,Australia,7,-21.66830063,115.112999
ONT,Ontario International Airport,Ontario,United States,944,34.05599976,-117.6009979
ONX,Enrique Adolfo Jimenez Airport,Colón,Panama,25,9.356639862,-79.86740112
OOK,Toksook Bay Airport,Toksook Bay,United States,59,60.54140091,-165.0870056
OOL,Gold Coast Airport,Coolangatta,Australia,21,-28.1644001,153.5050049
OOM,Cooma Snowy Mountains Airport,Cooma,Australia,3088,-36.30059814,148.973999
OPF,Opa-locka Executive Airport,Miami,United States,8,25.90699959,-80.27839661
OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,228,41.24810028,-8.681389809
OPS,Presidente João Batista Figueiredo Airport,Sinop,Brazil,1227,-11.88500023,-55.58610916
OPU,Balimo Airport,Balimo,Papua New Guinea,51,-8.05,142.933
OQN,Brandywine Airport,West Goshen Township,United States,466,39.99010086,-75.58190155
OQU,Quonset State Airport,North Kingstown,United States,18,41.5970993,-71.41210175
ORA,Orán Airport,Oran,Argentina,1171,-23.15279961,-64.32920074
ORB,Örebro Airport,Orebro,Sweden,188,59.22370148,15.03800011
ORD,Chicago O'Hare International Airport,Chicago,United States,672,41.97859955,-87.90480042
ORE,Orléans-Bricy (BA 123) Air Base,Orleans,France,412,47.9878006,1.760560036
ORF,Norfolk International Airport,Norfolk,United States,26,36.89459991,-76.20120239
ORG,Zorg en Hoop Airport,Paramaribo,Suriname,10,5.811079979,-55.19070053
ORH,Worcester Regional Airport,Worcester,United States,1009,42.26729965,-71.8757019
ORI,Port Lions Airport,Port Lions,United States,52,57.885278,-152.846111
ORJ,Orinduik Airport,Orinduik,Guyana,1797,4.725269794,-60.03499985
ORK,Cork Airport,Cork,Ireland,502,51.84130096,-8.491109848
ORL,Orlando Executive Airport,Orlando,United States,113,28.5454998,-81.332901
ORN,Es Senia Airport,Oran,Algeria,295,35.62390137,-0.621182978
ORP,Orapa Airport,Orapa,Botswana,3100,-21.26670074,25.31669998
ORT,Northway Airport,Northway,United States,1715,62.9612999,-141.9290009
ORV,Robert (Bob) Curtis Memorial Airport,Noorvik,United States,55,66.81790161,-161.0189972
ORW,Ormara Airport,Ormara Raik,Pakistan,10,25.27470016,64.58599854
ORX,Oriximiná Airport,Oriximina,Brazil,262,-1.714079976,-55.83620071
ORY,Paris-Orly Airport,Paris,France,291,48.7233333,2.3794444
OSB,Mosul International Airport,Mosul,Iraq,719,36.30580139,43.1473999
OSC,Oscoda Wurtsmith Airport,Oscoda,United States,633,44.45159912,-83.39409637
OSD,Åre Östersund Airport,Östersund,Sweden,1233,63.19440079,14.50030041
OSH,Wittman Regional Airport,Oshkosh,United States,808,43.9844017,-88.55699921
OSI,Osijek Airport,Osijek,Croatia,290,45.46269989,18.81019974
OSK,Oskarshamn Airport,Oskarshamn,Sweden,96,57.3504982,16.49799919
OSL,Oslo Gardermoen Airport,Oslo,Norway,681,60.19390106,11.10039997
OSN,Osan Air Base,Osan,South Korea,38,37.090599,127.029999
OSP,Redzikowo Air Base,Slupsk,Poland,217,54.47890091,17.10750008
OSR,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,844,49.69630051,18.11109924
OSS,Osh Airport,Osh,Kyrgyzstan,2927,40.60900116,72.79329681
OST,Ostend-Bruges International Airport,Ostend,Belgium,13,51.19889832,2.862220049
OSU,Ohio State University Airport,Columbus,United States,905,40.07979965,-83.07299805
OSW,Orsk Airport,Orsk,Russia,909,51.07249832,58.59560013
OSY,Namsos Høknesøra Airport,Namsos,Norway,7,64.47219849,11.57859993
OSZ,Koszalin Zegrze Pomorskie Air Base,Koszalin,Poland,249,54.0425,16.2656
OTD,Contadora Airport,Contadora Island,Panama,14,8.62876,-79.0347
OTH,Southwest Oregon Regional Airport,North Bend,United States,17,43.417099,-124.2460022
OTI,Pitu Airport,Morotai Island,Indonesia,49,2.04598999,128.3249969
